0.0000000000e+00,0.0000000000e+00,3.9000000000e+01,1.9820000000e+03,4.7050000000e+03,2.5410000000e+03,5.3400000000e+02,1.6000000000e+02,3.5000000000e+01,4.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,0.0000000000e+00,1.6700000000e+02,2.0630000000e+03,4.0860000000e+03,2.7730000000e+03,6.2100000000e+02,2.1800000000e+02,6.4000000000e+01,7.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
9.0000000000e+00,2.2000000000e+01,2.9700000000e+02,2.9330000000e+03,4.1920000000e+03,2.0610000000e+03,3.6300000000e+02,9.3000000000e+01,3.0000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,0.0000000000e+00,1.3400000000e+02,2.5210000000e+03,4.2440000000e+03,1.3250000000e+03,5.2700000000e+02,4.3200000000e+02,6.4500000000e+02,1.5400000000e+02,1.8000000000e+01,0.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,6.0000000000e+00,5.4000000000e+01,1.2580000000e+03,2.2770000000e+03,2.1160000000e+03,9.9500000000e+02,1.2880000000e+03,1.2510000000e+03,4.5200000000e+02,2.5500000000e+02,4.8000000000e+01,0.0000000000e+00,0
6.0000000000e+00,8.6000000000e+01,7.6400000000e+02,2.1250000000e+03,2.2940000000e+03,1.8430000000e+03,8.1200000000e+02,7.2000000000e+02,5.6900000000e+02,5.7200000000e+02,2.0800000000e+02,1.0000000000e+00,0.0000000000e+00,0
9.0000000000e+00,2.0100000000e+02,1.4630000000e+03,4.1140000000e+03,2.7070000000e+03,1.1080000000e+03,2.3200000000e+02,1.1000000000e+02,4.4000000000e+01,1.1000000000e+01,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
1.0000000000e+00,1.9000000000e+01,2.1200000000e+02,1.8470000000e+03,3.0100000000e+03,2.4650000000e+03,8.7700000000e+02,6.4500000000e+02,4.5300000000e+02,3.6400000000e+02,1.0700000000e+02,0.0000000000e+00,0.0000000000e+00,0
3.0000000000e+00,4.0000000000e+00,2.5400000000e+02,2.1350000000e+03,3.6090000000e+03,2.7710000000e+03,8.1100000000e+02,2.9500000000e+02,1.0100000000e+02,1.6000000000e+01,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,0.0000000000e+00,7.0000000000e+00,2.4800000000e+02,1.6530000000e+03,3.7160000000e+03,2.2530000000e+03,1.2260000000e+03,5.5500000000e+02,2.4600000000e+02,8.8000000000e+01,8.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,3.8000000000e+01,4.7400000000e+02,1.8150000000e+03,2.8780000000e+03,1.2750000000e+03,1.2010000000e+03,1.4160000000e+03,6.7200000000e+02,2.3100000000e+02,0.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,8.3000000000e+01,2.3400000000e+03,4.3930000000e+03,2.2950000000e+03,5.7500000000e+02,2.3200000000e+02,7.7000000000e+01,5.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,8.0000000000e+00,2.5600000000e+02,1.7630000000e+03,2.8310000000e+03,2.4110000000e+03,8.1500000000e+02,6.6900000000e+02,5.1300000000e+02,4.2100000000e+02,2.7100000000e+02,4.2000000000e+01,0.0000000000e+00,0
0.0000000000e+00,1.5000000000e+01,5.7600000000e+02,3.1410000000e+03,3.7820000000e+03,1.9570000000e+03,3.7900000000e+02,1.2500000000e+02,2.0000000000e+01,4.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
