0,7.077973162,-7.265477398,9.47413567,9.068400936,-8.417684082,12.10456876,-13.27293918,3.462327081,-1.225247144,-5.04044416,2.291653101,-5.847239467
5,9.129808407,-12.40536862,3.325749416,7.323632718,-9.109755362,9.821983776,-9.596763026,3.263239313,3.363116236,-2.209721022,2.216323566,-4.727783462
4,0.047163693,-5.26234052,1.059921794,7.630676207,-6.023054746,9.430772785,-10.59365851,4.900895939,-0.7494614,-2.568095471,1.309710302,-5.941408941
1,2.286984206,-4.90734954,-1.129505208,2.713912021,-10.9521398,6.361657821,-9.913077375,4.68502312,-2.791460256,-2.026998387,6.082869664,-4.8145108
5,12.14466157,-10.061252,-0.621763847,9.740012609,-8.200148849,9.712621599,-10.42702447,1.733597528,0.009944373,-2.499284647,6.414580787,-0.230875494
5,16.32356276,-7.222595542,0.13704214,12.31690077,-7.351448323,10.07704142,-6.311999997,2.376125898,-2.728081259,-7.088510573,6.688716547,-5.114983587
5,4.098087061,-4.986877733,-2.034752472,7.484954942,-5.910775532,11.70767755,-11.59973882,2.187900837,2.012870316,-2.444596982,5.07404796,-1.293022073
5,-0.73479663,-0.73061856,3.095804983,0.890056393,4.479836209,3.463392729,-6.285193779,8.067363213,-6.918248901,8.27135914,-2.308865045,-0.205969729
3,1.587481699,0.005461172,-1.373702161,2.167980607,-11.6280418,11.47425419,-7.998089002,5.759850894,-0.733238228,-3.075857588,3.092658991,-1.522618369
5,1.876145891,-4.790967829,7.706084534,3.479157919,4.455274133,2.3522196,-7.040896334,8.803352181,-7.426813301,6.982097922,-3.748971416,0.229069848
5,14.70428317,-10.26440795,2.741536808,11.50649301,-5.042977021,12.15118023,-14.24168391,1.275791663,0.090614084,-5.473424782,3.490021449,-8.041960695
0,10.98296717,-5.15744505,3.952060221,11.52938113,-7.638046692,12.13609782,-12.03624732,3.491942786,0.595440752,-4.508810994,2.33214701,-6.221857412
4,4.427399598,-6.483515545,3.953777295,10.96843368,-6.401292952,10.25992267,-8.440395138,4.301173452,-0.178597871,-2.875744985,1.006225735,-8.869338393
5,13.87021043,-8.639045055,2.75093128,14.28185662,-6.774120078,10.01786884,-6.130686046,3.588360726,-0.92387834,-5.498327754,6.260380447,-2.781181536
5,6.004364006,-9.251345069,14.31282875,-8.844231382,6.096830514,-2.042839019,-4.769322205,2.417276207,-8.877333557,11.54859502,-7.749413289,4.0434964
0,12.28075786,-2.437558361,3.175933842,13.47360137,-9.478259535,9.743755166,-8.100078238,9.033167953,3.866758554,-8.987370455,3.850405014,-2.702633064
